NU_ANO_CENSO;CODE;NAME;CO_ORGAO_REGIONAL;TP_SITUACAO_FUNCIONAMENTO;DT_ANO_LETIVO_INICIO;DT_ANO_LETIVO_TERMINO;CO_REGIAO;CO_MESORREGIAO;CO_MICRORREGIAO;CO_UF;CO_MUNICIPIO;CO_DISTRITO;TP_DEPENDENCIA;TP_LOCALIZACAO;QT_SALAS_EXISTENTES;QT_SALAS_UTILIZADAS;QT_FUNCIONARIOS
2018;53016777;CEPI JACARANDA;1;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;9;9;39
2018;53011066;CED 104 DO RECANTO DAS EMAS;19;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;29;29;154
2018;53011074;COL MARISTA JOAO PAULO II;99;1;29/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;45;41;285
2018;53016556;C UNIVERSITARIO PLANALTO DO DISTRITO FEDERAL;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53008910;CASA AZUL FELIPE AUGUSTO;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53014561;JI 116 DE SANTA MARIA;15;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;11;11;58
2018;53014570;EC VILA NOVA;18;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;20;20;90
2018;53014588;EC BELA VISTA;18;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;23;23;86
2018;53014596;JI 603 DO RECANTO DAS EMAS;19;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;11;11;65
2018;53014618;EC 803 DO RECANTO DAS EMAS;19;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;20;20;92
2018;53014626;JI 01 DO RIACHO FUNDO II;7;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;11;11;45
2018;53014634;CED MEUS AMIGUINHOS;99;1;05/02/2018;19/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;4;4;8
2018;53014642;INST TECNICO DE EDUC DE BRASILIA - ASA SUL;99;1;25/01/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;18;9;36
2018;53014685;COL VITORIA REGIA;99;1;22/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;20;20;240
2018;53014693;INST NAIR VALADARES - INAV;7;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;9;8;32
2018;53014707;CED CCI SENIOR;99;1;30/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;77;77;99
2018;53014766;CIEIC - C INTEGRADO DE EDUC IRMAOS CARVALHO;99;1;29/01/2018;08/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;11;10;30
2018;53012178;EC SAO BARTOLOMEU;18;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Rural;4;4;28
2018;53012186;CEF 101 DO RECANTO DAS EMAS;19;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;19;19;97
2018;53012194;CEM 111 DO RECANTO DAS EMAS;19;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;26;26;139
2018;53012267;ESPACO CRIANCA - C EDUC;99;1;30/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;13;13;59
2018;53000854;CEF 01 DO PLANALTO;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;10;10;48
2018;53000862;CEF 02 DE BRASILIA;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;7;7;37
2018;53000870;CEF 03 DE BRASILIA;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;9;8;54
2018;53000889;CEF 04 DE BRASILIA;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;7;7;39
2018;53000897;CEF 05 DE BRASILIA;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;8;8;60
2018;53000919;CEF GAN;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;13;13;57
2018;53000927;CEF POLIVALENTE;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;17;17;75
2018;53000951;ESC SEB DINATOS;99;1;30/01/2018;03/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;43;43;138
2018;53000960;COL MAURICIO SALLES DE MELLO;99;1;23/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;22;19;78
2018;53000986;CEM PAULO FREIRE;1;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;17;17;58
2018;53001010;CEM ASA NORTE - CEAN;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;14;14;67
2018;53012950;COL SABER;99;1;30/01/2018;22/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;12;11;63
2018;53012968;ESC RAVELO;99;1;01/02/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;9;9;22
2018;53012976;CIL DE BRAZLANDIA;4;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;19;19;47
2018;53012984;CED SANTA MARIA ROSA MOLAS - CEMAR;99;1;29/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;10;10;30
2018;53013034;CEF 01 DO RIACHO FUNDO II;7;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;22;22;143
2018;53013042;C DE CRIATIVIDADE INFANTO-JUVENIL - CCI;99;1;29/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;77;77;108
2018;53013069;ESC RECREANDO;99;1;22/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;8;8;9
2018;53013085;COL PODION;99;1;30/01/2018;04/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;17;13;75
2018;53013093;CR SOLDADINHO DE CHUMBO;99;1;29/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;5;5;21
2018;53013417;CE CHICO XAVIER DA 408 SUL;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53010140;ESC GENTE FELIZ;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53008715;JI MONICA;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53001630;EC 312 NORTE;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;8;8;44
2018;53001648;EC 314 SUL;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;8;8;43
2018;53001664;CEF 316 NORTE;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;9;9;22
2018;53001672;EC 316 SUL;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;10;10;55
2018;53001680;EC 403 NORTE;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;7;7;39
2018;53013670;CED LEONARDO DA VINCI - UNIDADE TAGUATINGA;99;1;29/01/2018;13/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;110;69;295
2018;53013697;ESC CANARINHO AMARELO;99;1;29/01/2018;12/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;16;16;80
2018;53013719;CED SARON;99;1;29/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;6;6;9
2018;53013743;LS ESC TECNICA;99;1;23/11/2017;28/05/2019;5;5301;53001;53;5300108;530010805;Privada;Urbana;30;30;88
2018;53013760;INST PIAGETIANO DE EDUC - IPE;99;1;29/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;9;9;22
2018;53013794;MONTESSORIANA ESC INF;99;1;26/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;12;12;59
2018;53013832;EC 04 DE SOBRADINHO;5;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;9;9;40
2018;53013840;CED STELLA DOS CHERUBINS GUIMARAES TROIS;6;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;20;27;143
2018;53013867;EC 604 DE SAMAMBAIA;10;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;25;25;125
2018;53013875;COL SERIOS;99;1;23/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;54;54;169
2018;53013883;ESC MUNDO INOCENTE;99;1;29/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;5;5;9
2018;53013891;COL ALTO NIVEL;99;1;29/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;11;11;42
2018;53013905;CED JUSCELINO KUBITSCHEK - ASA NORTE II;99;1;29/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;18;14;56
2018;53013913;ORIGINAL - C DE EDUC INF;99;1;29/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;4;4;7
2018;53014383;ESC PORTO SEGURO;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53014812;CEM INTEGRADO A EDUC PROFISSIONAL DO GAMA;2;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;12;12;70
2018;53014820;CIP - COL INTEGRADO POLIVALENTE;99;1;29/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;14;14;32
2018;53014839;C INTEGRADO DE EDUC INF NOSSA SENHORA MAE DOS HOMENS;10;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;7;7;33
2018;53014847;COL DO SOL;99;1;23/01/2018;31/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;50;50;125
2018;53014855;EC 65 DE CEILANDIA;8;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;28;25;97
2018;53014863;EC 02 DO RIACHO FUNDO II;7;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;13;13;67
2018;53014871;EC 01 DO ITAPOA;17;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;17;17;102
2018;53014880;CED SAO BARTOLOMEU;18;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;21;21;168
2018;53014898;ESC PEQUENOS BRILHANTES;99;1;29/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;9;6;13
2018;53014901;COL DOM JOSE;99;1;29/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;13;13;36
2018;53014910;ESC DE PAISAGISMO DE BRASILIA;99;1;19/02/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;4;4;13
2018;53014928;ESCOLINHA BEIJA-FLOR;3;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;10;10;39
2018;53014952;INST EDUCACIONAL SALOMAO;99;1;30/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;10;10;18
2018;53014979;COLINHO DE MAE CR E ESC;99;1;29/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;10;10;35
2018;53008723;JI PEQUENO SOL;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53011554;C TREINAMENTO SALVADOR AVERSA - SENAI;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53016785;CED 01 DE BRASILIA;1;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Rural;35;35;78
2018;53016793;EC 203 DO RECANTO DAS EMAS;19;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;13;13;45
2018;53016807;CEPI GAVIAO;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;8;8;33
2018;53016815;CIL 01 DO PARANOA;17;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;12;10;40
2018;53016823;COL MARISTA PIO XII DE BRASILIA;99;1;29/01/2018;10/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;24;24;127
2018;53016831;LYCCEE FRANCAIS FRANCOIS MITTERRAND;99;1;21/08/2017;29/06/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;53;53;91
2018;53016840;COL KADIMA;99;1;08/01/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;2;2;18
2018;53016858;CE VITORIA REGIA;99;1;22/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;9;9;50
2018;53016866;ESC DE EDUC INF CUT-CUT;99;1;29/01/2018;10/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;5;5;7
2018;53014103;ESC MONTEMINE;99;3;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53016874;INEDI - INST DE ENSINO PROFISSIONALIZANTE;99;1;03/01/2018;19/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;0;2;16
2018;53016882;UNICO;99;1;05/02/2018;29/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;4;4;15
2018;53016890;ESC COLINHO DA VOVO;99;1;05/02/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;4;4;11
2018;53016904;ESC DE EDUC INF ARARA AZUL;99;1;30/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;50;50;195
2018;53016912;COL CEFABS;99;1;24/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;8;8;12
2018;53014782;ESC LAZARO LUIZ ZAMENHOF-CURUMIM;99;1;06/02/2018;15/12/2018;5;5301;53001;53;5300108;530010805;Privada;Rural;6;6;10
2018;53014790;ESC APLICACAO;99;1;22/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;4;4;9
2018;53003616;CED 06 DE TAGUATINGA;3;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;24;20;171
2018;53003624;CED 07 DE TAGUATINGA;3;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;20;17;94
2018;53003632;CEM AVE BRANCA;3;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;28;28;249
2018;53003640;CED CATOLICA DE BRASILIA;99;1;29/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;97;97;341
2018;53003659;COL MARISTA CHAMPAGNAT;99;1;29/01/2018;04/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;64;60;298
2018;53003667;COL OBJETIVO DF - UNIDADE I;99;1;24/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;50;32;150
2018;53003683;CEM TAGUATINGA NORTE;3;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;20;20;106
2018;53003691;CEM EIT;3;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;20;20;213
2018;53003713;COL JESUS MARIA JOSE;99;1;29/01/2018;15/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;38;25;102
2018;53003721;CED PROJECAO TAGUATINGA NORTE;99;1;29/01/2018;29/11/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;41;33;81
2018;53003730;CLARETIANO - CED STELLA MARIS;99;1;29/01/2018;19/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;40;40;150
2018;53003802;CEE 01 DE CEILANDIA;8;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;28;28;154
2018;53001036;CEM ELEFANTE BRANCO;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;27;27;130
2018;53001044;CED GISNO;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;21;21;142
2018;53001060;COL LA SALLE BRASILIA;99;1;29/01/2018;11/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;44;44;100
2018;53016076;C UNIVERSITARIO EURO AMERICANO - UNIEURO ASA NORTE;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53013573;TIA ELZA MAT E JI;99;3;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53008260;COL ALUB - SEDE V;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53015436;ESC BARQUINHO DE PAPEL;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53004825;COL BERLAAR MADRE BLANDINA;99;1;29/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;20;20;29
2018;53004868;COL ALUB - SEDE IV;99;1;31/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;13;11;44
2018;53004876;ESC NOSSA SENHORA DE LOURDES;99;1;29/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;8;8;20
2018;53004930;CFP TAGUATINGA - CFP-T - SENAI;99;1;29/01/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;75;75;247
2018;53004949;EDUC DO SERVICO SOCIAL DO COMERCIO - EDUSESC;99;1;05/02/2018;18/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;50;50;205
2018;53004965;COL VIP;99;1;01/02/2018;11/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;15;13;35
2018;53004973;CAIC PROF BENEDITO CARLOS DE OLIVEIRA;4;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;30;30;172
2018;53004981;CED INCRA 08;4;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Rural;18;18;100
2018;53004990;CEF 01 DE BRAZLANDIA;4;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;18;18;73
2018;53005007;CEF VENDINHA;4;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Rural;12;12;84
2018;53001699;EC 405 NORTE;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;8;8;57
2018;53001702;CEF 405 SUL;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;12;12;44
2018;53001710;EC 407 NORTE;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;7;7;43
2018;53001729;CEF 410 NORTE;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;10;10;64
2018;53001737;EC 410 SUL;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;8;8;44
2018;53001745;EC 411 NORTE;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;7;5;44
2018;53001753;EC 413 SUL;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;10;10;41
2018;53001761;EC 415 NORTE;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;8;8;36
2018;53001770;EC 416 SUL;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;11;11;63
2018;53001788;EC 708 NORTE;1;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;9;9;40
2018;53014715;COL EVANGELICO ARTUR XAVIER DE PAULA;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53005732;EC ENGENHO VELHO;5;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;8;8;54
2018;53005740;CED PROF CARLOS RAMOS MOTA;5;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Rural;17;17;126
2018;53005759;EC MORRO DO SANSAO;5;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Rural;5;5;38
2018;53005767;EC RIBEIRAO;5;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Rural;3;3;17
2018;53002377;CR MAT JI MEU PEQUENO MUNDO;99;1;29/01/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;8;8;20
2018;53002407;ESC SAGRADA FAMILIA MENINO DEUS;99;1;29/01/2018;12/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;15;15;62
2018;53002423;SIBIPIRUNA - ESC INF;99;1;23/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;6;6;26
2018;53002458;CAIC CARLOS CASTELLO BRANCO;2;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;25;20;88
2018;53002466;CEF PONTE ALTA DO BAIXO;2;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Rural;6;6;44
2018;53002474;CED GESNER TEIXEIRA;2;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;20;20;127
2018;53002482;CED 08 DO GAMA;2;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;25;15;93
2018;53002490;CEF 04 DO GAMA;2;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;28;23;101
2018;53002504;CEF 05 DO GAMA;2;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;23;23;104
2018;53002512;CEF 08 DO GAMA;2;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;15;15;83
2018;53002520;EC 29 DO GAMA;2;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;25;15;78
2018;53002539;CEF 10 DO GAMA;2;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;20;16;104
2018;53002547;CEF 11 DO GAMA;2;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;20;13;124
2018;53002563;CED 07 DO GAMA;2;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;18;18;123
2018;53002571;CE DO SESI - DF GAMA;99;1;29/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;28;23;69
2018;53019407;CEM 804 DO RECANTO DAS EMAS;19;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;23;23;111
2018;53019601;CEF DOUTORA ZILDA ARNS;17;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;20;20;142
2018;53019806;CED SAO FRANCISCO;18;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;22;2;132
2018;53020006;CED SIGMA - ASA NORTE;99;1;24/01/2018;29/11/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;40;25;100
2018;53025008;ESC EDUC ARTE;99;1;29/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;9;10;37
2018;53026004;COL SANTA MARIA;99;1;25/01/2018;10/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;22;21;28
2018;53028007;CEF ABC;99;1;22/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;17;13;20
2018;53029003;CEP SENAC - SOBRADINHO;99;1;02/01/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;10;10;30
2018;53029011;COL LE PETIT GALOIS;99;1;29/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;17;16;80
2018;53030001;EICCA - EDUC INF CRISTA CRESCENDO E APRENDENDO;99;1;29/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;8;7;14
2018;53031008;CRESCE;99;1;29/01/2018;12/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;10;10;27
2018;53032012;COL BARAO DO RIO BRANCO;99;1;01/02/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;25;25;70
2018;53033019;EDUC DO SERVICO SOCIAL DO COMERCIO - EDUSESC CEILANDIA;99;1;05/02/2018;18/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;18;18;68
2018;53035003;COL CULTURAL;99;1;05/02/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;6;6;14
2018;53016920;ESC PAULINA DE JESUS;99;1;05/02/2018;15/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;50;50;26
2018;53016939;NOVA FENIX INST DE EDUC;99;1;29/01/2018;14/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;5;4;8
2018;53016947;ESC PEQUENO UNIVERSO;99;1;05/02/2018;08/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;2;2;4
2018;53016955;CED EVOLUCAO;99;1;02/01/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;2;2;20
2018;53016963;CE DO SESI DF - SOBRADINHO;99;1;29/01/2018;07/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;5;5;93
2018;53016971;COL MAFRA;99;1;17/01/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;9;9;36
2018;53016980;CIL 01 DE SAMAMBAIA;10;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;5;3;26
2018;53016998;QUERUBIM SAUDE C TECNICO E ASSISTENCIA DE ENFERMAGEM;99;1;05/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;5;5;20
2018;53017005;EC 06 DO PARANOA;17;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;20;19;85
2018;53011848;ESC DE 1 GRAU MAMMY;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53014944;ESC UNIVERSO DO SABER;99;2;;;5;5301;53001;53;5300108;530010805;4;1;;;
2018;53017013;CEI 07 DE TAGUATINGA;3;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;7;7;63
2018;53017021;ESC EDUCARTE;99;1;01/01/2018;31/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;50;50;31
2018;53017030;COL IDEAL FUNDAMENTAL - UNIDADE V;99;1;30/01/2018;08/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;36;36;201
2018;53017048;COL PODION ENSINO FUNDAMENTAL;99;1;29/01/2018;10/12/2018;5;5301;53001;53;5300108;530010805;Privada;Urbana;16;11;49
2018;53017056;JI 06 DO GAMA;2;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;8;8;41
2018;53003810;CEE 01 DE TAGUATINGA;3;1;15/02/2018;20/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;55;55;256
2018;53003969;CIL DE CEILANDIA;8;1;15/02/2018;21/12/2018;5;5301;53001;53;5300108;530010805;Estadual;Urbana;24;24;94
